"Site","Date","Type","Analysis","count","year","month","day","DOY","notes","Group","Location"
"ODNR 1","2021-08-23","Nutrient","Ammonium",0.8,2021,8,23,235,NA,"Late","Outer Bay"
"ODNR 1","2021-08-23","Nutrient","Nitrite",0.02,2021,8,23,235,NA,"Late","Outer Bay"
"ODNR 1","2021-08-23","Nutrient","DRP",0,2021,8,23,235,NA,"Late","Outer Bay"
"ODNR 1","2021-08-23","Nutrient","Silicate",33.11,2021,8,23,235,NA,"Late","Outer Bay"
"ODNR 1","2021-08-23","Nutrient","Nitrate",0,2021,8,23,235,NA,"Late","Outer Bay"
"ODNR 1","2021-08-23","Nutrient","TP",2.47,2021,8,23,235,NA,"Late","Outer Bay"
"ODNR 1","2021-08-23","Nutrient","TN",50.83,2021,8,23,235,NA,"Late","Outer Bay"
"ODNR 1","2021-08-23","Nutrient","TN_TP_molar",20.62,2021,8,23,235,NA,"Late","Outer Bay"
"ODNR 1","2021-08-23","Nutrient","TKN",50.82,2021,8,23,235,NA,"Late","Outer Bay"
"ODNR 1","2021-08-23","Nutrient","Nitrate_NO2",0.01,2021,8,23,235,NA,"Late","Outer Bay"
"ODNR 2","2021-08-23","Nutrient","Ammonium",0.83,2021,8,23,235,NA,"Late","Outer Bay"
"ODNR 2","2021-08-23","Nutrient","Nitrite",0.05,2021,8,23,235,NA,"Late","Outer Bay"
"ODNR 2","2021-08-23","Nutrient","DRP",0.09,2021,8,23,235,NA,"Late","Outer Bay"
"ODNR 2","2021-08-23","Nutrient","Silicate",46.31,2021,8,23,235,NA,"Late","Outer Bay"
"ODNR 2","2021-08-23","Nutrient","Nitrate",0.16,2021,8,23,235,NA,"Late","Outer Bay"
"ODNR 2","2021-08-23","Nutrient","TP",2.55,2021,8,23,235,NA,"Late","Outer Bay"
"ODNR 2","2021-08-23","Nutrient","TN",60.2,2021,8,23,235,NA,"Late","Outer Bay"
"ODNR 2","2021-08-23","Nutrient","TN_TP_molar",23.6,2021,8,23,235,NA,"Late","Outer Bay"
"ODNR 2","2021-08-23","Nutrient","TKN",59.99,2021,8,23,235,NA,"Late","Outer Bay"
"ODNR 2","2021-08-23","Nutrient","Nitrate_NO2",0.22,2021,8,23,235,NA,"Late","Outer Bay"
"ODNR 4","2021-08-23","Nutrient","Ammonium",0,2021,8,23,235,NA,"Late","Inner Bay"
"ODNR 4","2021-08-23","Nutrient","Nitrite",0.05,2021,8,23,235,NA,"Late","Inner Bay"
"ODNR 4","2021-08-23","Nutrient","DRP",1.23,2021,8,23,235,NA,"Late","Inner Bay"
"ODNR 4","2021-08-23","Nutrient","Silicate",40.27,2021,8,23,235,NA,"Late","Inner Bay"
"ODNR 4","2021-08-23","Nutrient","Nitrate",0,2021,8,23,235,NA,"Late","Inner Bay"
"ODNR 4","2021-08-23","Nutrient","TP",5.68,2021,8,23,235,NA,"Late","Inner Bay"
"ODNR 4","2021-08-23","Nutrient","TN",72.86,2021,8,23,235,NA,"Late","Inner Bay"
"ODNR 4","2021-08-23","Nutrient","TN_TP_molar",12.82,2021,8,23,235,NA,"Late","Inner Bay"
"ODNR 4","2021-08-23","Nutrient","TKN",72.79,2021,8,23,235,NA,"Late","Inner Bay"
"ODNR 4","2021-08-23","Nutrient","Nitrate_NO2",0.06,2021,8,23,235,NA,"Late","Inner Bay"
"ODNR 6","2021-08-23","Nutrient","Ammonium",5.35,2021,8,23,235,NA,"Late","Inner Bay"
"ODNR 6","2021-08-23","Nutrient","Nitrite",0.05,2021,8,23,235,NA,"Late","Inner Bay"
"ODNR 6","2021-08-23","Nutrient","DRP",0.55,2021,8,23,235,NA,"Late","Inner Bay"
"ODNR 6","2021-08-23","Nutrient","Silicate",33.25,2021,8,23,235,NA,"Late","Inner Bay"
"ODNR 6","2021-08-23","Nutrient","Nitrate",0.29,2021,8,23,235,NA,"Late","Inner Bay"
"ODNR 6","2021-08-23","Nutrient","TP",4.32,2021,8,23,235,NA,"Late","Inner Bay"
"ODNR 6","2021-08-23","Nutrient","TN",64.86,2021,8,23,235,NA,"Late","Inner Bay"
"ODNR 6","2021-08-23","Nutrient","TN_TP_molar",15.02,2021,8,23,235,NA,"Late","Inner Bay"
"ODNR 6","2021-08-23","Nutrient","TKN",64.52,2021,8,23,235,NA,"Late","Inner Bay"
"ODNR 6","2021-08-23","Nutrient","Nitrate_NO2",0.34,2021,8,23,235,NA,"Late","Inner Bay"
"Bridge","2021-08-30","Nutrient","Ammonium",0.79,2021,8,30,242,NA,"Late","Inner Bay"
"Bridge","2021-08-30","Nutrient","Nitrite",0.04,2021,8,30,242,NA,"Late","Inner Bay"
"Bridge","2021-08-30","Nutrient","DRP",0.01,2021,8,30,242,NA,"Late","Inner Bay"
"Bridge","2021-08-30","Nutrient","Silicate",40.48,2021,8,30,242,NA,"Late","Inner Bay"
"Bridge","2021-08-30","Nutrient","Nitrate",0,2021,8,30,242,NA,"Late","Inner Bay"
"Bridge","2021-08-30","Nutrient","TP",3.49,2021,8,30,242,NA,"Late","Inner Bay"
"Bridge","2021-08-30","Nutrient","TN",72.58,2021,8,30,242,NA,"Late","Inner Bay"
"Bridge","2021-08-30","Nutrient","TN_TP_molar",20.81,2021,8,30,242,NA,"Late","Inner Bay"
"Bridge","2021-08-30","Nutrient","TKN",72.54,2021,8,30,242,NA,"Late","Inner Bay"
"Bridge","2021-08-30","Nutrient","Nitrate_NO2",0.04,2021,8,30,242,NA,"Late","Inner Bay"
"EC 1163","2021-08-30","Nutrient","Ammonium",4.53,2021,8,30,242,NA,"Late","Outer Bay"
"EC 1163","2021-08-30","Nutrient","Nitrite",0.07,2021,8,30,242,NA,"Late","Outer Bay"
"EC 1163","2021-08-30","Nutrient","DRP",0,2021,8,30,242,NA,"Late","Outer Bay"
"EC 1163","2021-08-30","Nutrient","Silicate",41.38,2021,8,30,242,NA,"Late","Outer Bay"
"EC 1163","2021-08-30","Nutrient","Nitrate",0,2021,8,30,242,NA,"Late","Outer Bay"
"EC 1163","2021-08-30","Nutrient","TP",2.6,2021,8,30,242,NA,"Late","Outer Bay"
"EC 1163","2021-08-30","Nutrient","TN",60.27,2021,8,30,242,NA,"Late","Outer Bay"
"EC 1163","2021-08-30","Nutrient","TN_TP_molar",23.19,2021,8,30,242,NA,"Late","Outer Bay"
"EC 1163","2021-08-30","Nutrient","TKN",60.21,2021,8,30,242,NA,"Late","Outer Bay"
"EC 1163","2021-08-30","Nutrient","Nitrate_NO2",0.06,2021,8,30,242,NA,"Late","Outer Bay"
"Muddy Creek","2021-08-30","Nutrient","Ammonium",2.35,2021,8,30,242,NA,"Late","Inner Bay"
"Muddy Creek","2021-08-30","Nutrient","Nitrite",0.84,2021,8,30,242,NA,"Late","Inner Bay"
"Muddy Creek","2021-08-30","Nutrient","DRP",2.44,2021,8,30,242,NA,"Late","Inner Bay"
"Muddy Creek","2021-08-30","Nutrient","Silicate",67.33,2021,8,30,242,NA,"Late","Inner Bay"
"Muddy Creek","2021-08-30","Nutrient","Nitrate",2.1,2021,8,30,242,NA,"Late","Inner Bay"
"Muddy Creek","2021-08-30","Nutrient","TP",8.42,2021,8,30,242,NA,"Late","Inner Bay"
"Muddy Creek","2021-08-30","Nutrient","TN",90.74,2021,8,30,242,NA,"Late","Inner Bay"
"Muddy Creek","2021-08-30","Nutrient","TN_TP_molar",10.78,2021,8,30,242,NA,"Late","Inner Bay"
"Muddy Creek","2021-08-30","Nutrient","TKN",87.8,2021,8,30,242,NA,"Late","Inner Bay"
"Muddy Creek","2021-08-30","Nutrient","Nitrate_NO2",2.94,2021,8,30,242,NA,"Late","Inner Bay"
"ODNR 1","2021-08-30","Nutrient","Ammonium",0.21,2021,8,30,242,NA,"Late","Outer Bay"
"ODNR 1","2021-08-30","Nutrient","Nitrite",0.02,2021,8,30,242,NA,"Late","Outer Bay"
"ODNR 1","2021-08-30","Nutrient","DRP",0.02,2021,8,30,242,NA,"Late","Outer Bay"
"ODNR 1","2021-08-30","Nutrient","Silicate",48.63,2021,8,30,242,NA,"Late","Outer Bay"
"ODNR 1","2021-08-30","Nutrient","Nitrate",0,2021,8,30,242,NA,"Late","Outer Bay"
"ODNR 1","2021-08-30","Nutrient","TP",2.7,2021,8,30,242,NA,"Late","Outer Bay"
"ODNR 1","2021-08-30","Nutrient","TN",66.07,2021,8,30,242,NA,"Late","Outer Bay"
"ODNR 1","2021-08-30","Nutrient","TN_TP_molar",24.46,2021,8,30,242,NA,"Late","Outer Bay"
"ODNR 1","2021-08-30","Nutrient","TKN",66.07,2021,8,30,242,NA,"Late","Outer Bay"
"ODNR 1","2021-08-30","Nutrient","Nitrate_NO2",0,2021,8,30,242,NA,"Late","Outer Bay"
"ODNR 2","2021-08-30","Nutrient","Ammonium",0.28,2021,8,30,242,NA,"Late","Outer Bay"
"ODNR 2","2021-08-30","Nutrient","Nitrite",0.03,2021,8,30,242,NA,"Late","Outer Bay"
"ODNR 2","2021-08-30","Nutrient","DRP",0.36,2021,8,30,242,NA,"Late","Outer Bay"
"ODNR 2","2021-08-30","Nutrient","Silicate",62.05,2021,8,30,242,NA,"Late","Outer Bay"
"ODNR 2","2021-08-30","Nutrient","Nitrate",0,2021,8,30,242,NA,"Late","Outer Bay"
"ODNR 2","2021-08-30","Nutrient","TP",3.58,2021,8,30,242,NA,"Late","Outer Bay"
"ODNR 2","2021-08-30","Nutrient","TN",63.48,2021,8,30,242,NA,"Late","Outer Bay"
"ODNR 2","2021-08-30","Nutrient","TN_TP_molar",17.72,2021,8,30,242,NA,"Late","Outer Bay"
"ODNR 2","2021-08-30","Nutrient","TKN",63.48,2021,8,30,242,NA,"Late","Outer Bay"
"ODNR 2","2021-08-30","Nutrient","Nitrate_NO2",0,2021,8,30,242,NA,"Late","Outer Bay"
"ODNR 4","2021-08-30","Nutrient","Ammonium",2.29,2021,8,30,242,NA,"Late","Inner Bay"
"ODNR 4","2021-08-30","Nutrient","Nitrite",0.05,2021,8,30,242,NA,"Late","Inner Bay"
"ODNR 4","2021-08-30","Nutrient","DRP",1.19,2021,8,30,242,NA,"Late","Inner Bay"
"ODNR 4","2021-08-30","Nutrient","Silicate",30.81,2021,8,30,242,NA,"Late","Inner Bay"
"ODNR 4","2021-08-30","Nutrient","Nitrate",0.01,2021,8,30,242,NA,"Late","Inner Bay"
"ODNR 4","2021-08-30","Nutrient","TP",6.19,2021,8,30,242,NA,"Late","Inner Bay"
"ODNR 4","2021-08-30","Nutrient","TN",78.63,2021,8,30,242,NA,"Late","Inner Bay"
"ODNR 4","2021-08-30","Nutrient","TN_TP_molar",12.69,2021,8,30,242,NA,"Late","Inner Bay"
"ODNR 4","2021-08-30","Nutrient","TKN",78.57,2021,8,30,242,NA,"Late","Inner Bay"
"ODNR 4","2021-08-30","Nutrient","Nitrate_NO2",0.06,2021,8,30,242,NA,"Late","Inner Bay"
"ODNR 6","2021-08-30","Nutrient","Ammonium",0.69,2021,8,30,242,NA,"Late","Inner Bay"
"ODNR 6","2021-08-30","Nutrient","Nitrite",0.04,2021,8,30,242,NA,"Late","Inner Bay"
"ODNR 6","2021-08-30","Nutrient","DRP",1.15,2021,8,30,242,NA,"Late","Inner Bay"
"ODNR 6","2021-08-30","Nutrient","Silicate",68.1,2021,8,30,242,NA,"Late","Inner Bay"
"ODNR 6","2021-08-30","Nutrient","Nitrate",0,2021,8,30,242,NA,"Late","Inner Bay"
"ODNR 6","2021-08-30","Nutrient","TP",4.66,2021,8,30,242,NA,"Late","Inner Bay"
"ODNR 6","2021-08-30","Nutrient","TN",67.11,2021,8,30,242,NA,"Late","Inner Bay"
"ODNR 6","2021-08-30","Nutrient","TN_TP_molar",14.4,2021,8,30,242,NA,"Late","Inner Bay"
"ODNR 6","2021-08-30","Nutrient","TKN",67.1,2021,8,30,242,NA,"Late","Inner Bay"
"ODNR 6","2021-08-30","Nutrient","Nitrate_NO2",0.01,2021,8,30,242,NA,"Late","Inner Bay"
"Buoy 2","2021-08-30","Nutrient","Ammonium",0.69,2021,8,30,242,NA,"Late","Outer Bay"
"Buoy 2","2021-08-30","Nutrient","Nitrite",0.07,2021,8,30,242,NA,"Late","Outer Bay"
"Buoy 2","2021-08-30","Nutrient","DRP",0.33,2021,8,30,242,NA,"Late","Outer Bay"
"Buoy 2","2021-08-30","Nutrient","Silicate",46.5,2021,8,30,242,NA,"Late","Outer Bay"
"Buoy 2","2021-08-30","Nutrient","Nitrate",0,2021,8,30,242,NA,"Late","Outer Bay"
"Buoy 2","2021-08-30","Nutrient","TP",3.09,2021,8,30,242,NA,"Late","Outer Bay"
"Buoy 2","2021-08-30","Nutrient","TN",62.87,2021,8,30,242,NA,"Late","Outer Bay"
"Buoy 2","2021-08-30","Nutrient","TN_TP_molar",20.37,2021,8,30,242,NA,"Late","Outer Bay"
"Buoy 2","2021-08-30","Nutrient","TKN",62.87,2021,8,30,242,NA,"Late","Outer Bay"
"Buoy 2","2021-08-30","Nutrient","Nitrate_NO2",0,2021,8,30,242,NA,"Late","Outer Bay"
"Buoy 2","2021-09-06","Nutrient","Ammonium",0.74,2021,9,6,249,NA,"Late","Outer Bay"
"Buoy 2","2021-09-06","Nutrient","Nitrite",0.02,2021,9,6,249,NA,"Late","Outer Bay"
"Buoy 2","2021-09-06","Nutrient","DRP",0.09,2021,9,6,249,NA,"Late","Outer Bay"
"Buoy 2","2021-09-06","Nutrient","Silicate",51.97,2021,9,6,249,NA,"Late","Outer Bay"
"Buoy 2","2021-09-06","Nutrient","Nitrate",0,2021,9,6,249,NA,"Late","Outer Bay"
"Buoy 2","2021-09-06","Nutrient","TP",3.29,2021,9,6,249,NA,"Late","Outer Bay"
"Buoy 2","2021-09-06","Nutrient","TN",61.04,2021,9,6,249,NA,"Late","Outer Bay"
"Buoy 2","2021-09-06","Nutrient","TN_TP_molar",18.58,2021,9,6,249,NA,"Late","Outer Bay"
"Buoy 2","2021-09-06","Nutrient","TKN",61.04,2021,9,6,249,NA,"Late","Outer Bay"
"Buoy 2","2021-09-06","Nutrient","Nitrate_NO2",0,2021,9,6,249,NA,"Late","Outer Bay"
"Bells","2021-09-06","Nutrient","Ammonium",0.1,2021,9,6,249,NA,"Late","Outer Bay"
"Bells","2021-09-06","Nutrient","Nitrite",0.01,2021,9,6,249,NA,"Late","Outer Bay"
"Bells","2021-09-06","Nutrient","DRP",0,2021,9,6,249,NA,"Late","Outer Bay"
"Bells","2021-09-06","Nutrient","Silicate",41.52,2021,9,6,249,NA,"Late","Outer Bay"
"Bells","2021-09-06","Nutrient","Nitrate",0,2021,9,6,249,NA,"Late","Outer Bay"
"Bells","2021-09-06","Nutrient","TP",1.76,2021,9,6,249,NA,"Late","Outer Bay"
"Bells","2021-09-06","Nutrient","TN",43.12,2021,9,6,249,NA,"Late","Outer Bay"
"Bells","2021-09-06","Nutrient","TN_TP_molar",24.53,2021,9,6,249,NA,"Late","Outer Bay"
"Bells","2021-09-06","Nutrient","TKN",43.12,2021,9,6,249,NA,"Late","Outer Bay"
"Bells","2021-09-06","Nutrient","Nitrate_NO2",0,2021,9,6,249,NA,"Late","Outer Bay"
"Bridge","2021-09-06","Nutrient","Ammonium",0.19,2021,9,6,249,NA,"Late","Inner Bay"
"Bridge","2021-09-06","Nutrient","Nitrite",0.05,2021,9,6,249,NA,"Late","Inner Bay"
"Bridge","2021-09-06","Nutrient","DRP",0.41,2021,9,6,249,NA,"Late","Inner Bay"
"Bridge","2021-09-06","Nutrient","Silicate",41.9,2021,9,6,249,NA,"Late","Inner Bay"
"Bridge","2021-09-06","Nutrient","Nitrate",0,2021,9,6,249,NA,"Late","Inner Bay"
"Bridge","2021-09-06","Nutrient","TP",3.98,2021,9,6,249,NA,"Late","Inner Bay"
"Bridge","2021-09-06","Nutrient","TN",65.49,2021,9,6,249,NA,"Late","Inner Bay"
"Bridge","2021-09-06","Nutrient","TN_TP_molar",16.45,2021,9,6,249,NA,"Late","Inner Bay"
"Bridge","2021-09-06","Nutrient","TKN",65.49,2021,9,6,249,NA,"Late","Inner Bay"
"Bridge","2021-09-06","Nutrient","Nitrate_NO2",0,2021,9,6,249,NA,"Late","Inner Bay"
"EC 1163","2021-09-06","Nutrient","Ammonium",0,2021,9,6,249,NA,"Late","Outer Bay"
"EC 1163","2021-09-06","Nutrient","Nitrite",0.02,2021,9,6,249,NA,"Late","Outer Bay"
"EC 1163","2021-09-06","Nutrient","DRP",0.16,2021,9,6,249,NA,"Late","Outer Bay"
"EC 1163","2021-09-06","Nutrient","Silicate",45.31,2021,9,6,249,NA,"Late","Outer Bay"
"EC 1163","2021-09-06","Nutrient","Nitrate",0,2021,9,6,249,NA,"Late","Outer Bay"
"EC 1163","2021-09-06","Nutrient","TP",2.86,2021,9,6,249,NA,"Late","Outer Bay"
"EC 1163","2021-09-06","Nutrient","TN",53.84,2021,9,6,249,NA,"Late","Outer Bay"
"EC 1163","2021-09-06","Nutrient","TN_TP_molar",18.82,2021,9,6,249,NA,"Late","Outer Bay"
"EC 1163","2021-09-06","Nutrient","TKN",53.84,2021,9,6,249,NA,"Late","Outer Bay"
"EC 1163","2021-09-06","Nutrient","Nitrate_NO2",0,2021,9,6,249,NA,"Late","Outer Bay"
"Muddy Creek","2021-09-06","Nutrient","Ammonium",1.37,2021,9,6,249,NA,"Late","Inner Bay"
"Muddy Creek","2021-09-06","Nutrient","Nitrite",1.53,2021,9,6,249,NA,"Late","Inner Bay"
"Muddy Creek","2021-09-06","Nutrient","DRP",1.32,2021,9,6,249,NA,"Late","Inner Bay"
"Muddy Creek","2021-09-06","Nutrient","Silicate",53.21,2021,9,6,249,NA,"Late","Inner Bay"
"Muddy Creek","2021-09-06","Nutrient","Nitrate",0.57,2021,9,6,249,NA,"Late","Inner Bay"
"Muddy Creek","2021-09-06","Nutrient","TP",7.45,2021,9,6,249,NA,"Late","Inner Bay"
"Muddy Creek","2021-09-06","Nutrient","TN",91.71,2021,9,6,249,NA,"Late","Inner Bay"
"Muddy Creek","2021-09-06","Nutrient","TN_TP_molar",12.3,2021,9,6,249,NA,"Late","Inner Bay"
"Muddy Creek","2021-09-06","Nutrient","TKN",89.59,2021,9,6,249,NA,"Late","Inner Bay"
"Muddy Creek","2021-09-06","Nutrient","Nitrate_NO2",2.12,2021,9,6,249,NA,"Late","Inner Bay"
"ODNR 1","2021-09-06","Nutrient","Ammonium",0.04,2021,9,6,249,NA,"Late","Outer Bay"
"ODNR 1","2021-09-06","Nutrient","Nitrite",0.04,2021,9,6,249,NA,"Late","Outer Bay"
"ODNR 1","2021-09-06","Nutrient","DRP",0.11,2021,9,6,249,NA,"Late","Outer Bay"
"ODNR 1","2021-09-06","Nutrient","Silicate",42.51,2021,9,6,249,NA,"Late","Outer Bay"
"ODNR 1","2021-09-06","Nutrient","Nitrate",0,2021,9,6,249,NA,"Late","Outer Bay"
"ODNR 1","2021-09-06","Nutrient","TP",2.94,2021,9,6,249,NA,"Late","Outer Bay"
"ODNR 1","2021-09-06","Nutrient","TN",58.34,2021,9,6,249,NA,"Late","Outer Bay"
"ODNR 1","2021-09-06","Nutrient","TN_TP_molar",19.84,2021,9,6,249,NA,"Late","Outer Bay"
"ODNR 1","2021-09-06","Nutrient","TKN",58.34,2021,9,6,249,NA,"Late","Outer Bay"
"ODNR 1","2021-09-06","Nutrient","Nitrate_NO2",0,2021,9,6,249,NA,"Late","Outer Bay"
"ODNR 2","2021-09-06","Nutrient","Ammonium",0.1,2021,9,6,249,NA,"Late","Outer Bay"
"ODNR 2","2021-09-06","Nutrient","Nitrite",0.04,2021,9,6,249,NA,"Late","Outer Bay"
"ODNR 2","2021-09-06","Nutrient","DRP",0.33,2021,9,6,249,NA,"Late","Outer Bay"
"ODNR 2","2021-09-06","Nutrient","Silicate",63.55,2021,9,6,249,NA,"Late","Outer Bay"
"ODNR 2","2021-09-06","Nutrient","Nitrate",0,2021,9,6,249,NA,"Late","Outer Bay"
"ODNR 2","2021-09-06","Nutrient","TP",3.57,2021,9,6,249,NA,"Late","Outer Bay"
"ODNR 2","2021-09-06","Nutrient","TN",66.53,2021,9,6,249,NA,"Late","Outer Bay"
"ODNR 2","2021-09-06","Nutrient","TN_TP_molar",18.65,2021,9,6,249,NA,"Late","Outer Bay"
"ODNR 2","2021-09-06","Nutrient","TKN",66.53,2021,9,6,249,NA,"Late","Outer Bay"
"ODNR 2","2021-09-06","Nutrient","Nitrate_NO2",0,2021,9,6,249,NA,"Late","Outer Bay"
"ODNR 4","2021-09-06","Nutrient","Ammonium",0.18,2021,9,6,249,NA,"Late","Inner Bay"
"ODNR 4","2021-09-06","Nutrient","Nitrite",0.04,2021,9,6,249,NA,"Late","Inner Bay"
"ODNR 4","2021-09-06","Nutrient","DRP",1.28,2021,9,6,249,NA,"Late","Inner Bay"
"ODNR 4","2021-09-06","Nutrient","Silicate",47.74,2021,9,6,249,NA,"Late","Inner Bay"
"ODNR 4","2021-09-06","Nutrient","Nitrate",0,2021,9,6,249,NA,"Late","Inner Bay"
"ODNR 4","2021-09-06","Nutrient","TP",5.48,2021,9,6,249,NA,"Late","Inner Bay"
"ODNR 4","2021-09-06","Nutrient","TN",70.6,2021,9,6,249,NA,"Late","Inner Bay"
"ODNR 4","2021-09-06","Nutrient","TN_TP_molar",12.88,2021,9,6,249,NA,"Late","Inner Bay"
"ODNR 4","2021-09-06","Nutrient","TKN",70.6,2021,9,6,249,NA,"Late","Inner Bay"
"ODNR 4","2021-09-06","Nutrient","Nitrate_NO2",0,2021,9,6,249,NA,"Late","Inner Bay"
"ODNR 6","2021-09-06","Nutrient","Ammonium",1.18,2021,9,6,249,NA,"Late","Inner Bay"
"ODNR 6","2021-09-06","Nutrient","Nitrite",0.05,2021,9,6,249,NA,"Late","Inner Bay"
"ODNR 6","2021-09-06","Nutrient","DRP",1.07,2021,9,6,249,NA,"Late","Inner Bay"
"ODNR 6","2021-09-06","Nutrient","Silicate",59.64,2021,9,6,249,NA,"Late","Inner Bay"
"ODNR 6","2021-09-06","Nutrient","Nitrate",0,2021,9,6,249,NA,"Late","Inner Bay"
"ODNR 6","2021-09-06","Nutrient","TP",4.11,2021,9,6,249,NA,"Late","Inner Bay"
"ODNR 6","2021-09-06","Nutrient","TN",62.76,2021,9,6,249,NA,"Late","Inner Bay"
"ODNR 6","2021-09-06","Nutrient","TN_TP_molar",15.29,2021,9,6,249,NA,"Late","Inner Bay"
"ODNR 6","2021-09-06","Nutrient","TKN",62.76,2021,9,6,249,NA,"Late","Inner Bay"
"ODNR 6","2021-09-06","Nutrient","Nitrate_NO2",0,2021,9,6,249,NA,"Late","Inner Bay"
"EC 1163","2021-09-13","Nutrient","Ammonium",0.36,2021,9,13,256,NA,"Late","Outer Bay"
"EC 1163","2021-09-13","Nutrient","Nitrite",0.02,2021,9,13,256,NA,"Late","Outer Bay"
"EC 1163","2021-09-13","Nutrient","DRP",0,2021,9,13,256,NA,"Late","Outer Bay"
"EC 1163","2021-09-13","Nutrient","Silicate",30.7,2021,9,13,256,NA,"Late","Outer Bay"
"EC 1163","2021-09-13","Nutrient","Nitrate",0,2021,9,13,256,NA,"Late","Outer Bay"
"EC 1163","2021-09-13","Nutrient","TP",2.13,2021,9,13,256,NA,"Late","Outer Bay"
"EC 1163","2021-09-13","Nutrient","TN",54.6,2021,9,13,256,NA,"Late","Outer Bay"
"EC 1163","2021-09-13","Nutrient","TN_TP_molar",25.65,2021,9,13,256,NA,"Late","Outer Bay"
"EC 1163","2021-09-13","Nutrient","TKN",54.6,2021,9,13,256,NA,"Late","Outer Bay"
"EC 1163","2021-09-13","Nutrient","Nitrate_NO2",0,2021,9,13,256,NA,"Late","Outer Bay"
"Muddy Creek","2021-09-13","Nutrient","Ammonium",0.76,2021,9,13,256,NA,"Late","Inner Bay"
"Muddy Creek","2021-09-13","Nutrient","Nitrite",0.07,2021,9,13,256,NA,"Late","Inner Bay"
"Muddy Creek","2021-09-13","Nutrient","DRP",1.39,2021,9,13,256,NA,"Late","Inner Bay"
"Muddy Creek","2021-09-13","Nutrient","Silicate",46.95,2021,9,13,256,NA,"Late","Inner Bay"
"Muddy Creek","2021-09-13","Nutrient","Nitrate",0,2021,9,13,256,NA,"Late","Inner Bay"
"Muddy Creek","2021-09-13","Nutrient","TP",6.89,2021,9,13,256,NA,"Late","Inner Bay"
"Muddy Creek","2021-09-13","Nutrient","TN",85.17,2021,9,13,256,NA,"Late","Inner Bay"
"Muddy Creek","2021-09-13","Nutrient","TN_TP_molar",12.36,2021,9,13,256,NA,"Late","Inner Bay"
"Muddy Creek","2021-09-13","Nutrient","TKN",85.09,2021,9,13,256,NA,"Late","Inner Bay"
"Muddy Creek","2021-09-13","Nutrient","Nitrate_NO2",0.07,2021,9,13,256,NA,"Late","Inner Bay"
"ODNR 2","2021-09-13","Nutrient","Ammonium",1.64,2021,9,13,256,NA,"Late","Outer Bay"
"ODNR 2","2021-09-13","Nutrient","Nitrite",0.07,2021,9,13,256,NA,"Late","Outer Bay"
"ODNR 2","2021-09-13","Nutrient","DRP",0.18,2021,9,13,256,NA,"Late","Outer Bay"
"ODNR 2","2021-09-13","Nutrient","Silicate",37,2021,9,13,256,NA,"Late","Outer Bay"
"ODNR 2","2021-09-13","Nutrient","Nitrate",0,2021,9,13,256,NA,"Late","Outer Bay"
"ODNR 2","2021-09-13","Nutrient","TP",3.05,2021,9,13,256,NA,"Late","Outer Bay"
"ODNR 2","2021-09-13","Nutrient","TN",62.32,2021,9,13,256,NA,"Late","Outer Bay"
"ODNR 2","2021-09-13","Nutrient","TN_TP_molar",20.44,2021,9,13,256,NA,"Late","Outer Bay"
"ODNR 2","2021-09-13","Nutrient","TKN",62.28,2021,9,13,256,NA,"Late","Outer Bay"
"ODNR 2","2021-09-13","Nutrient","Nitrate_NO2",0.03,2021,9,13,256,NA,"Late","Outer Bay"
"ODNR 4","2021-09-13","Nutrient","Ammonium",0.66,2021,9,13,256,NA,"Late","Inner Bay"
"ODNR 4","2021-09-13","Nutrient","Nitrite",0.06,2021,9,13,256,NA,"Late","Inner Bay"
"ODNR 4","2021-09-13","Nutrient","DRP",1.67,2021,9,13,256,NA,"Late","Inner Bay"
"ODNR 4","2021-09-13","Nutrient","Silicate",56.19,2021,9,13,256,NA,"Late","Inner Bay"
"ODNR 4","2021-09-13","Nutrient","Nitrate",0,2021,9,13,256,NA,"Late","Inner Bay"
"ODNR 4","2021-09-13","Nutrient","TP",6.37,2021,9,13,256,NA,"Late","Inner Bay"
"ODNR 4","2021-09-13","Nutrient","TN",82.3,2021,9,13,256,NA,"Late","Inner Bay"
"ODNR 4","2021-09-13","Nutrient","TN_TP_molar",12.92,2021,9,13,256,NA,"Late","Inner Bay"
"ODNR 4","2021-09-13","Nutrient","TKN",82.3,2021,9,13,256,NA,"Late","Inner Bay"
"ODNR 4","2021-09-13","Nutrient","Nitrate_NO2",0,2021,9,13,256,NA,"Late","Inner Bay"
"ODNR 6","2021-09-13","Nutrient","Ammonium",0.33,2021,9,13,256,NA,"Late","Inner Bay"
"ODNR 6","2021-09-13","Nutrient","Nitrite",0.02,2021,9,13,256,NA,"Late","Inner Bay"
"ODNR 6","2021-09-13","Nutrient","DRP",0.53,2021,9,13,256,NA,"Late","Inner Bay"
"ODNR 6","2021-09-13","Nutrient","Silicate",51.11,2021,9,13,256,NA,"Late","Inner Bay"
"ODNR 6","2021-09-13","Nutrient","Nitrate",0,2021,9,13,256,NA,"Late","Inner Bay"
"ODNR 6","2021-09-13","Nutrient","TP",3.87,2021,9,13,256,NA,"Late","Inner Bay"
"ODNR 6","2021-09-13","Nutrient","TN",67.04,2021,9,13,256,NA,"Late","Inner Bay"
"ODNR 6","2021-09-13","Nutrient","TN_TP_molar",17.31,2021,9,13,256,NA,"Late","Inner Bay"
