"Site","Date","Type","Analysis","count","year","month","day","DOY","notes"
"Bridge",2021-06-21,"Dissolved","mc_elisa_final",0.13,2021,6,21,172,""
"ODNR_6",2021-06-28,"Total","mc_elisa_final",0.66,2021,6,28,179,""
"ODNR_6",2021-06-28,"Dissolved","mc_elisa_final",0.08,2021,6,28,179,""
"Bridge",2021-06-28,"Total","mc_elisa_final",0.86,2021,6,28,179,""
"Bridge",2021-06-28,"Dissolved","mc_elisa_final",0.04,2021,6,28,179,""
"ODNR_2",2021-06-28,"Total","mc_elisa_final",0.29,2021,6,28,179,""
"ODNR_2",2021-06-28,"Dissolved","mc_elisa_final",0.03,2021,6,28,179,""
"ODNR_6",2021-07-06,"Total","mc_elisa_final",0.07,2021,7,6,187,""
"ODNR_6",2021-07-06,"Dissolved","mc_elisa_final",0.16,2021,7,6,187,""
"Bridge",2021-07-06,"Total","mc_elisa_final",0.18,2021,7,6,187,""
"Bridge",2021-07-06,"Dissolved","mc_elisa_final",0.91,2021,7,6,187,""
"ODNR_2",2021-07-06,"Total","mc_elisa_final",0.13,2021,7,6,187,""
"ODNR_2",2021-07-06,"Dissolved","mc_elisa_final",0.23,2021,7,6,187,""
"ODNR_6",2021-07-12,"Total","mc_elisa_final",NA,2021,7,12,193,""
"ODNR_6",2021-07-12,"Dissolved","mc_elisa_final",0.09,2021,7,12,193,""
"Bridge",2021-07-12,"Total","mc_elisa_final",0.06,2021,7,12,193,""
"Bridge",2021-07-12,"Dissolved","mc_elisa_final",0.22,2021,7,12,193,""
"ODNR_2",2021-07-12,"Total","mc_elisa_final",NA,2021,7,12,193,""
"ODNR_2",2021-07-12,"Dissolved","mc_elisa_final",NA,2021,7,12,193,""
"ODNR_6",2021-07-19,"Total","mc_elisa_final",0.08,2021,7,19,200,""
"ODNR_6",2021-07-19,"Dissolved","mc_elisa_final",0.03,2021,7,19,200,""
"Bridge",2021-07-19,"Total","mc_elisa_final",0.12,2021,7,19,200,""
"Bridge",2021-07-19,"Dissolved","mc_elisa_final",0.04,2021,7,19,200,""
"ODNR_2",2021-07-19,"Total","mc_elisa_final",0.25,2021,7,19,200,""
"ODNR_2",2021-07-19,"Dissolved","mc_elisa_final",0.06,2021,7,19,200,""
"ODNR_6",2021-07-26,"Total","mc_elisa_final",0.09,2021,7,26,207,""
"ODNR_6",2021-07-26,"Dissolved","mc_elisa_final",0.06,2021,7,26,207,""
"Bridge",2021-07-26,"Total","mc_elisa_final",0.05,2021,7,26,207,""
"Bridge",2021-07-26,"Dissolved","mc_elisa_final",0.18,2021,7,26,207,""
"ODNR_2",2021-07-26,"Total","mc_elisa_final",0.13,2021,7,26,207,""
"ODNR_2",2021-07-26,"Dissolved","mc_elisa_final",0.24,2021,7,26,207,""
"ODNR_6",2021-08-02,"Total","mc_elisa_final",0.23,2021,8,2,214,""
"ODNR_6",2021-08-02,"Dissolved","mc_elisa_final",0.05,2021,8,2,214,""
"Bridge",2021-08-02,"Total","mc_elisa_final",0.1,2021,8,2,214,""
"Bridge",2021-08-02,"Dissolved","mc_elisa_final",0.06,2021,8,2,214,""
"ODNR_2",2021-08-02,"Total","mc_elisa_final",0.16,2021,8,2,214,""
"ODNR_2",2021-08-02,"Dissolved","mc_elisa_final",0.08,2021,8,2,214,""
"ODNR_6",2021-08-09,"Total","mc_elisa_final",0.15,2021,8,9,221,""
"ODNR_6",2021-08-09,"Dissolved","mc_elisa_final",0.05,2021,8,9,221,""
"Bridge",2021-08-09,"Total","mc_elisa_final",0.11,2021,8,9,221,""
"Bridge",2021-08-09,"Dissolved","mc_elisa_final",0.07,2021,8,9,221,""
"ODNR_2",2021-08-09,"Total","mc_elisa_final",0.12,2021,8,9,221,""
"ODNR_2",2021-08-09,"Dissolved","mc_elisa_final",0.06,2021,8,9,221,""
"ODNR_6",2021-08-16,"Total","mc_elisa_final",0.11,2021,8,16,228,""
"ODNR_6",2021-08-16,"Dissolved","mc_elisa_final",0.07,2021,8,16,228,""
"Bridge",2021-08-16,"Total","mc_elisa_final",0.16,2021,8,16,228,""
"Bridge",2021-08-16,"Dissolved","mc_elisa_final",0,2021,8,16,228,""
"ODNR_2",2021-08-16,"Total","mc_elisa_final",0.12,2021,8,16,228,""
"ODNR_2",2021-08-16,"Dissolved","mc_elisa_final",0.03,2021,8,16,228,""
"ODNR_6",2021-08-23,"Total","mc_elisa_final",0.08,2021,8,23,235,""
"ODNR_6",2021-08-23,"Dissolved","mc_elisa_final",0,2021,8,23,235,""
"Bridge",2021-08-23,"Total","mc_elisa_final",0.06,2021,8,23,235,""
"Bridge",2021-08-23,"Dissolved","mc_elisa_final",0.02,2021,8,23,235,""
"ODNR_2",2021-08-23,"Total","mc_elisa_final",0.07,2021,8,23,235,""
"ODNR_2",2021-08-23,"Dissolved","mc_elisa_final",0.14,2021,8,23,235,""
"ODNR_6",2021-08-30,"Total","mc_elisa_final",0.09,2021,8,30,242,""
"ODNR_6",2021-08-30,"Dissolved","mc_elisa_final",0.05,2021,8,30,242,""
"Bridge",2021-08-30,"Total","mc_elisa_final",0.28,2021,8,30,242,""
"Bridge",2021-08-30,"Dissolved","mc_elisa_final",0.07,2021,8,30,242,""
"ODNR_2",2021-08-30,"Total","mc_elisa_final",0.12,2021,8,30,242,""
"ODNR_2",2021-08-30,"Dissolved","mc_elisa_final",0.04,2021,8,30,242,""
"ODNR_6",2021-09-06,"Total","mc_elisa_final",0.11,2021,9,6,249,""
"ODNR_6",2021-09-06,"Dissolved","mc_elisa_final",0.07,2021,9,6,249,""
"Bridge",2021-09-06,"Total","mc_elisa_final",0.16,2021,9,6,249,""
"Bridge",2021-09-06,"Dissolved","mc_elisa_final",0,2021,9,6,249,""
"ODNR_2",2021-09-06,"Total","mc_elisa_final",0.12,2021,9,6,249,""
"ODNR_2",2021-09-06,"Dissolved","mc_elisa_final",0.03,2021,9,6,249,""
"ODNR 2",2022-06-06,"Total","mc_elisa_final",0.176777489,2022,6,6,157,""
"ODNR 2",2022-06-06,"Total","stx_elisa_final",NA,2022,6,6,157,""
"ODNR 2",2022-06-06,"Dissolved","mc_elisa_final",NA,2022,6,6,157,"belowdetection"
"ODNR 2",2022-06-06,"Dissolved","stx_elisa_final",NA,2022,6,6,157,"belowdetection"
"ODNR 1",2022-06-06,"Total","mc_elisa_final",0.165151377,2022,6,6,157,""
"ODNR 1",2022-06-06,"Total","stx_elisa_final",NA,2022,6,6,157,""
"ODNR 1",2022-06-06,"Dissolved","mc_elisa_final",NA,2022,6,6,157,"belowdetection"
"ODNR 1",2022-06-06,"Dissolved","stx_elisa_final",NA,2022,6,6,157,"belowdetection"
"Buoy 2",2022-06-06,"Total","mc_elisa_final",0.511871126,2022,6,6,157,""
"Buoy 2",2022-06-06,"Total","stx_elisa_final",NA,2022,6,6,157,""
"Buoy 2",2022-06-06,"Dissolved","mc_elisa_final",NA,2022,6,6,157,"belowdetection"
"Buoy 2",2022-06-06,"Dissolved","stx_elisa_final",NA,2022,6,6,157,"belowdetection"
"EC 1163",2022-06-06,"Total","mc_elisa_final",NA,2022,6,6,157,"belowdetection"
"EC 1163",2022-06-06,"Total","stx_elisa_final",NA,2022,6,6,157,"belowdetection"
"EC 1163",2022-06-06,"Dissolved","mc_elisa_final",NA,2022,6,6,157,"belowdetection"
"EC 1163",2022-06-06,"Dissolved","stx_elisa_final",NA,2022,6,6,157,"belowdetection"
"Bells",2022-06-06,"Total","mc_elisa_final",NA,2022,6,6,157,"belowdetection"
"Bells",2022-06-06,"Total","stx_elisa_final",NA,2022,6,6,157,"belowdetection"
"Bells",2022-06-06,"Dissolved","mc_elisa_final",NA,2022,6,6,157,"belowdetection"
"Bells",2022-06-06,"Dissolved","stx_elisa_final",NA,2022,6,6,157,"belowdetection"
"Muddy Creek",2022-06-13,"Total","mc_elisa_final",NA,2022,6,13,164,"belowdetection"
"Muddy Creek",2022-06-13,"Total","stx_elisa_final",NA,2022,6,13,164,"belowdetection"
"Muddy Creek",2022-06-13,"Dissolved","mc_elisa_final",NA,2022,6,13,164,"belowdetection"
"Muddy Creek",2022-06-13,"Dissolved","stx_elisa_final",NA,2022,6,13,164,"belowdetection"
"ODNR 6",2022-06-13,"Total","mc_elisa_final",0.737324517,2022,6,13,164,""
"ODNR 6",2022-06-13,"Total","stx_elisa_final",NA,2022,6,13,164,""
"ODNR 6",2022-06-13,"Dissolved","mc_elisa_final",0.230099292,2022,6,13,164,""
"ODNR 6",2022-06-13,"Dissolved","stx_elisa_final",NA,2022,6,13,164,""
"ODNR 4",2022-06-13,"Total","mc_elisa_final",0.153909718,2022,6,13,164,""
"ODNR 4",2022-06-13,"Total","stx_elisa_final",NA,2022,6,13,164,""
"ODNR 4",2022-06-13,"Dissolved","mc_elisa_final",NA,2022,6,13,164,"belowdetection"
"ODNR 4",2022-06-13,"Dissolved","stx_elisa_final",NA,2022,6,13,164,"belowdetection"
"Bridge",2022-06-13,"Total","mc_elisa_final",0.384723354,2022,6,13,164,""
"Bridge",2022-06-13,"Total","stx_elisa_final",NA,2022,6,13,164,""
"Bridge",2022-06-13,"Dissolved","mc_elisa_final",NA,2022,6,13,164,"belowdetection"
"Bridge",2022-06-13,"Dissolved","stx_elisa_final",NA,2022,6,13,164,"belowdetection"
"ODNR 2",2022-06-13,"Dissolved","mc_elisa_final",0.274204647,2022,6,13,164,""
"ODNR 2",2022-06-13,"Dissolved","stx_elisa_final",NA,2022,6,13,164,""
"ODNR 1",2022-06-13,"Total","mc_elisa_final",0.808679238,2022,6,13,164,""
"ODNR 1",2022-06-13,"Total","stx_elisa_final",NA,2022,6,13,164,""
"ODNR 1",2022-06-13,"Dissolved","mc_elisa_final",0.170389718,2022,6,13,164,""
"ODNR 1",2022-06-13,"Dissolved","stx_elisa_final",NA,2022,6,13,164,""
"Buoy 2",2022-06-13,"Total","mc_elisa_final",0.985007562,2022,6,13,164,""
"Buoy 2",2022-06-13,"Total","stx_elisa_final",NA,2022,6,13,164,""
"Buoy 2",2022-06-13,"Dissolved","mc_elisa_final",NA,2022,6,13,164,"belowdetection"
"Buoy 2",2022-06-13,"Dissolved","stx_elisa_final",NA,2022,6,13,164,"belowdetection"
"EC 1163",2022-06-13,"Total","mc_elisa_final",NA,2022,6,13,164,"belowdetection"
"EC 1163",2022-06-13,"Total","stx_elisa_final",NA,2022,6,13,164,"belowdetection"
"EC 1163",2022-06-13,"Dissolved","mc_elisa_final",NA,2022,6,13,164,"belowdetection"
"EC 1163",2022-06-13,"Dissolved","stx_elisa_final",NA,2022,6,13,164,"belowdetection"
"Bells",2022-06-13,"Total","mc_elisa_final",NA,2022,6,13,164,"belowdetection"
"Bells",2022-06-13,"Total","stx_elisa_final",NA,2022,6,13,164,"belowdetection"
"Bells",2022-06-13,"Dissolved","mc_elisa_final",NA,2022,6,13,164,"belowdetection"
"Bells",2022-06-13,"Dissolved","stx_elisa_final",NA,2022,6,13,164,"belowdetection"
"Muddy Creek",2022-06-21,"Total","mc_elisa_final",NA,2022,6,21,172,"belowdetection"
"Muddy Creek",2022-06-21,"Total","stx_elisa_final",NA,2022,6,21,172,"belowdetection"
"Muddy Creek",2022-06-21,"Dissolved","mc_elisa_final",NA,2022,6,21,172,"belowdetection"
"Muddy Creek",2022-06-21,"Dissolved","stx_elisa_final",NA,2022,6,21,172,"belowdetection"
"ODNR 6",2022-06-21,"Dissolved","mc_elisa_final",NA,2022,6,21,172,"belowdetection"
"ODNR 6",2022-06-21,"Dissolved","stx_elisa_final",NA,2022,6,21,172,"belowdetection"
"ODNR 4",2022-06-21,"Total","mc_elisa_final",NA,2022,6,21,172,"belowdetection"
"ODNR 4",2022-06-21,"Total","stx_elisa_final",NA,2022,6,21,172,"belowdetection"
"ODNR 4",2022-06-21,"Dissolved","mc_elisa_final",NA,2022,6,21,172,"belowdetection"
"ODNR 4",2022-06-21,"Dissolved","stx_elisa_final",NA,2022,6,21,172,"belowdetection"
"Bridge",2022-06-21,"Total","mc_elisa_final",1.06,2022,6,21,172,""
"Bridge",2022-06-21,"Total","stx_elisa_final",NA,2022,6,21,172,""
"Bridge",2022-06-21,"Dissolved","mc_elisa_final",NA,2022,6,21,172,"belowdetection"
"Bridge",2022-06-21,"Dissolved","stx_elisa_final",NA,2022,6,21,172,"belowdetection"
"ODNR 2",2022-06-21,"Total","mc_elisa_final",0.91,2022,6,21,172,""
"ODNR 2",2022-06-21,"Total","stx_elisa_final",NA,2022,6,21,172,""
"ODNR 2",2022-06-21,"Dissolved","mc_elisa_final",NA,2022,6,21,172,"belowdetection"
"ODNR 2",2022-06-21,"Dissolved","stx_elisa_final",NA,2022,6,21,172,"belowdetection"
"ODNR 2",2022-06-21,"Total","mc_elisa_final",2.07,2022,6,21,172,""
"ODNR 2",2022-06-21,"Total","stx_elisa_final",NA,2022,6,21,172,""
"ODNR 1",2022-06-21,"Total","mc_elisa_final",0.18,2022,6,21,172,""
"ODNR 1",2022-06-21,"Total","stx_elisa_final",NA,2022,6,21,172,""
"ODNR 1",2022-06-21,"Dissolved","mc_elisa_final",3.99,2022,6,21,172,""
"ODNR 1",2022-06-21,"Dissolved","stx_elisa_final",NA,2022,6,21,172,""
"Buoy 2",2022-06-21,"Total","mc_elisa_final",NA,2022,6,21,172,"belowdetection"
"Buoy 2",2022-06-21,"Total","stx_elisa_final",NA,2022,6,21,172,"belowdetection"
"Buoy 2",2022-06-21,"Dissolved","mc_elisa_final",1.41,2022,6,21,172,""
"Buoy 2",2022-06-21,"Dissolved","stx_elisa_final",NA,2022,6,21,172,""
"EC 1163",2022-06-21,"Total","mc_elisa_final",NA,2022,6,21,172,"belowdetection"
"EC 1163",2022-06-21,"Total","stx_elisa_final",NA,2022,6,21,172,"belowdetection"
"EC 1163",2022-06-21,"Dissolved","mc_elisa_final",NA,2022,6,21,172,"belowdetection"
"EC 1163",2022-06-21,"Dissolved","stx_elisa_final",NA,2022,6,21,172,"belowdetection"
"Bells",2022-06-21,"Dissolved","mc_elisa_final",NA,2022,6,21,172,"belowdetection"
"Bells",2022-06-21,"Dissolved","stx_elisa_final",NA,2022,6,21,172,"belowdetection"
"Muddy Creek",2022-06-27,"Total","mc_elisa_final",0.343965001,2022,6,27,178,""
"Muddy Creek",2022-06-27,"Total","stx_elisa_final",NA,2022,6,27,178,""
"Muddy Creek",2022-06-27,"Dissolved","mc_elisa_final",NA,2022,6,27,178,"belowdetection"
"Muddy Creek",2022-06-27,"Dissolved","stx_elisa_final",NA,2022,6,27,178,"belowdetection"
"ODNR 6",2022-06-27,"Total","mc_elisa_final",1.510276204,2022,6,27,178,""
"ODNR 6",2022-06-27,"Total","stx_elisa_final",NA,2022,6,27,178,""
"ODNR 6",2022-06-27,"Dissolved","mc_elisa_final",NA,2022,6,27,178,"belowdetection"
"ODNR 6",2022-06-27,"Dissolved","stx_elisa_final",NA,2022,6,27,178,"belowdetection"
"ODNR 4",2022-06-27,"Total","mc_elisa_final",1.202654002,2022,6,27,178,""
"ODNR 4",2022-06-27,"Total","stx_elisa_final",NA,2022,6,27,178,""
"ODNR 4",2022-06-27,"Dissolved","mc_elisa_final",NA,2022,6,27,178,"belowdetection"
"ODNR 4",2022-06-27,"Dissolved","stx_elisa_final",NA,2022,6,27,178,"belowdetection"
"Bridge",2022-06-27,"Total","mc_elisa_final",1.632987683,2022,6,27,178,""
"Bridge",2022-06-27,"Total","stx_elisa_final",NA,2022,6,27,178,""
"Bridge",2022-06-27,"Dissolved","mc_elisa_final",NA,2022,6,27,178,"belowdetection"
"Bridge",2022-06-27,"Dissolved","stx_elisa_final",NA,2022,6,27,178,"belowdetection"
"ODNR 2",2022-06-27,"Total","mc_elisa_final",1.411327631,2022,6,27,178,""
"ODNR 2",2022-06-27,"Total","stx_elisa_final",NA,2022,6,27,178,""
"ODNR 2",2022-06-27,"Dissolved","mc_elisa_final",NA,2022,6,27,178,"belowdetection"
"ODNR 2",2022-06-27,"Dissolved","stx_elisa_final",NA,2022,6,27,178,"belowdetection"
"ODNR 1",2022-06-27,"Total","mc_elisa_final",1.261780868,2022,6,27,178,""
"ODNR 1",2022-06-27,"Total","stx_elisa_final",NA,2022,6,27,178,""
"ODNR 1",2022-06-27,"Dissolved","mc_elisa_final",0.174482078,2022,6,27,178,""
"ODNR 1",2022-06-27,"Dissolved","stx_elisa_final",NA,2022,6,27,178,""
"Buoy 2",2022-06-27,"Total","mc_elisa_final",NA,2022,6,27,178,"belowdetection"
"Buoy 2",2022-06-27,"Total","stx_elisa_final",NA,2022,6,27,178,"belowdetection"
"Buoy 2",2022-06-27,"Dissolved","mc_elisa_final",NA,2022,6,27,178,"belowdetection"
"Buoy 2",2022-06-27,"Dissolved","stx_elisa_final",NA,2022,6,27,178,"belowdetection"
"EC 1163",2022-06-27,"Total","mc_elisa_final",0.403374004,2022,6,27,178,""
"EC 1163",2022-06-27,"Total","stx_elisa_final",NA,2022,6,27,178,""
"Muddy Creek",2022-07-05,"Total","mc_elisa_final",NA,2022,7,5,186,"belowdetection"
"Muddy Creek",2022-07-05,"Total","stx_elisa_final",NA,2022,7,5,186,"belowdetection"
"Muddy Creek",2022-07-05,"Dissolved","mc_elisa_final",NA,2022,7,5,186,"belowdetection"
"Muddy Creek",2022-07-05,"Dissolved","stx_elisa_final",NA,2022,7,5,186,"belowdetection"
"ODNR 6",2022-07-05,"Total","mc_elisa_final",0.176592783,2022,7,5,186,""
"ODNR 6",2022-07-05,"Total","stx_elisa_final",NA,2022,7,5,186,""
"ODNR 6",2022-07-05,"Dissolved","mc_elisa_final",NA,2022,7,5,186,"belowdetection"
"ODNR 6",2022-07-05,"Dissolved","stx_elisa_final",NA,2022,7,5,186,"belowdetection"
"ODNR 4",2022-07-05,"Total","mc_elisa_final",NA,2022,7,5,186,"belowdetection"
"ODNR 4",2022-07-05,"Total","stx_elisa_final",NA,2022,7,5,186,"belowdetection"
"ODNR 4",2022-07-05,"Dissolved","mc_elisa_final",NA,2022,7,5,186,"belowdetection"
"ODNR 4",2022-07-05,"Dissolved","stx_elisa_final",NA,2022,7,5,186,"belowdetection"
"Bridge",2022-07-05,"Total","mc_elisa_final",0.690709395,2022,7,5,186,""
"Bridge",2022-07-05,"Total","stx_elisa_final",NA,2022,7,5,186,""
"Bridge",2022-07-05,"Dissolved","mc_elisa_final",0.218074429,2022,7,5,186,""
"Bridge",2022-07-05,"Dissolved","stx_elisa_final",NA,2022,7,5,186,""
"ODNR 2",2022-07-05,"Total","mc_elisa_final",4.725607495,2022,7,5,186,""
"ODNR 2",2022-07-05,"Total","stx_elisa_final",NA,2022,7,5,186,""
"ODNR 2",2022-07-05,"Dissolved","mc_elisa_final",NA,2022,7,5,186,"belowdetection"
"ODNR 2",2022-07-05,"Dissolved","stx_elisa_final",NA,2022,7,5,186,"belowdetection"
"ODNR 1",2022-07-05,"Total","mc_elisa_final",0.557540487,2022,7,5,186,""
"ODNR 1",2022-07-05,"Total","stx_elisa_final",NA,2022,7,5,186,""
"ODNR 1",2022-07-05,"Dissolved","mc_elisa_final",NA,2022,7,5,186,"belowdetection"
"ODNR 1",2022-07-05,"Dissolved","stx_elisa_final",NA,2022,7,5,186,"belowdetection"
"Buoy 2",2022-07-05,"Total","mc_elisa_final",1.965605923,2022,7,5,186,""
"Buoy 2",2022-07-05,"Total","stx_elisa_final",NA,2022,7,5,186,""
"Buoy 2",2022-07-05,"Dissolved","mc_elisa_final",NA,2022,7,5,186,"belowdetection"
"Buoy 2",2022-07-05,"Dissolved","stx_elisa_final",NA,2022,7,5,186,"belowdetection"
"EC 1163",2022-07-05,"Total","mc_elisa_final",0.309848006,2022,7,5,186,""
"EC 1163",2022-07-05,"Total","stx_elisa_final",NA,2022,7,5,186,""
"EC 1163",2022-07-05,"Dissolved","mc_elisa_final",NA,2022,7,5,186,"belowdetection"
"EC 1163",2022-07-05,"Dissolved","stx_elisa_final",NA,2022,7,5,186,"belowdetection"
"Muddy Creek",2022-07-11,"Total","mc_elisa_final",NA,2022,7,11,192,"belowdetection"
"Muddy Creek",2022-07-11,"Total","stx_elisa_final",NA,2022,7,11,192,"belowdetection"
"Muddy Creek",2022-07-11,"Dissolved","mc_elisa_final",NA,2022,7,11,192,"belowdetection"
"Muddy Creek",2022-07-11,"Dissolved","stx_elisa_final",NA,2022,7,11,192,"belowdetection"
"ODNR 6",2022-07-11,"Total","mc_elisa_final",0.397435669,2022,7,11,192,""
"ODNR 6",2022-07-11,"Total","stx_elisa_final",NA,2022,7,11,192,""
"ODNR 6",2022-07-11,"Dissolved","mc_elisa_final",NA,2022,7,11,192,"belowdetection"
"ODNR 6",2022-07-11,"Dissolved","stx_elisa_final",NA,2022,7,11,192,"belowdetection"
"ODNR 4",2022-07-11,"Total","mc_elisa_final",3.714610519,2022,7,11,192,""
"ODNR 4",2022-07-11,"Total","stx_elisa_final",NA,2022,7,11,192,""
"ODNR 4",2022-07-11,"Dissolved","mc_elisa_final",0.594583794,2022,7,11,192,""
"ODNR 4",2022-07-11,"Dissolved","stx_elisa_final",NA,2022,7,11,192,""
"Bridge",2022-07-11,"Total","mc_elisa_final",0.315616786,2022,7,11,192,""
"Bridge",2022-07-11,"Total","stx_elisa_final",NA,2022,7,11,192,""
"Bridge",2022-07-11,"Dissolved","mc_elisa_final",NA,2022,7,11,192,"belowdetection"
"Bridge",2022-07-11,"Dissolved","stx_elisa_final",NA,2022,7,11,192,"belowdetection"
"ODNR 2",2022-07-11,"Total","mc_elisa_final",1.166225746,2022,7,11,192,""
"ODNR 2",2022-07-11,"Total","stx_elisa_final",NA,2022,7,11,192,""
"ODNR 2",2022-07-11,"Dissolved","mc_elisa_final",0.645406052,2022,7,11,192,""
"ODNR 2",2022-07-11,"Dissolved","stx_elisa_final",NA,2022,7,11,192,""
"ODNR 1",2022-07-11,"Total","mc_elisa_final",2.444150459,2022,7,11,192,""
"ODNR 1",2022-07-11,"Total","stx_elisa_final",NA,2022,7,11,192,""
"ODNR 1",2022-07-11,"Dissolved","mc_elisa_final",0.169280417,2022,7,11,192,""
"ODNR 1",2022-07-11,"Dissolved","stx_elisa_final",NA,2022,7,11,192,""
"Buoy 2",2022-07-11,"Total","mc_elisa_final",0.376448489,2022,7,11,192,""
"Buoy 2",2022-07-11,"Total","stx_elisa_final",NA,2022,7,11,192,""
"Buoy 2",2022-07-11,"Dissolved","mc_elisa_final",1.70983739,2022,7,11,192,""
"Buoy 2",2022-07-11,"Dissolved","stx_elisa_final",NA,2022,7,11,192,""
"EC 1163",2022-07-11,"Total","mc_elisa_final",1.532308926,2022,7,11,192,""
"EC 1163",2022-07-11,"Total","stx_elisa_final",NA,2022,7,11,192,""
"EC 1163",2022-07-11,"Dissolved","mc_elisa_final",NA,2022,7,11,192,"belowdetection"
"EC 1163",2022-07-11,"Dissolved","stx_elisa_final",NA,2022,7,11,192,"belowdetection"
"Bells",2022-07-11,"Total","mc_elisa_final",0.779469158,2022,7,11,192,""
"Bells",2022-07-11,"Total","stx_elisa_final",NA,2022,7,11,192,""
"Bells",2022-07-11,"Dissolved","mc_elisa_final",0.358682157,2022,7,11,192,""
"Bells",2022-07-11,"Dissolved","stx_elisa_final",NA,2022,7,11,192,""
"Muddy Creek",2022-07-18,"Total","mc_elisa_final",NA,2022,7,18,199,"belowdetection"
"Muddy Creek",2022-07-18,"Total","stx_elisa_final",NA,2022,7,18,199,"belowdetection"
"Muddy Creek",2022-07-18,"Dissolved","mc_elisa_final",NA,2022,7,18,199,"belowdetection"
"Muddy Creek",2022-07-18,"Dissolved","stx_elisa_final",NA,2022,7,18,199,"belowdetection"
"ODNR 4",2022-07-18,"Total","mc_elisa_final",NA,2022,7,18,199,"belowdetection"
"ODNR 4",2022-07-18,"Total","stx_elisa_final",0.045811005,2022,7,18,199,"belowdetection"
"ODNR 4",2022-07-18,"Dissolved","mc_elisa_final",0.363151777,2022,7,18,199,""
"ODNR 4",2022-07-18,"Dissolved","stx_elisa_final",NA,2022,7,18,199,""
"ODNR 6",2022-07-18,"Total","mc_elisa_final",0.35151632,2022,7,18,199,""
"ODNR 6",2022-07-18,"Total","stx_elisa_final",0.060957309,2022,7,18,199,""
"ODNR 6",2022-07-18,"Dissolved","mc_elisa_final",NA,2022,7,18,199,"belowdetection"
"ODNR 6",2022-07-18,"Dissolved","stx_elisa_final",NA,2022,7,18,199,"belowdetection"
"Bridge",2022-07-18,"Total","mc_elisa_final",0.465011334,2022,7,18,199,""
"Bridge",2022-07-18,"Total","stx_elisa_final",0.02288672,2022,7,18,199,""
"Bridge",2022-07-18,"Dissolved","mc_elisa_final",NA,2022,7,18,199,"belowdetection"
"Bridge",2022-07-18,"Dissolved","stx_elisa_final",NA,2022,7,18,199,"belowdetection"
"ODNR 2",2022-07-18,"Total","mc_elisa_final",0.152740492,2022,7,18,199,""
"ODNR 2",2022-07-18,"Total","stx_elisa_final",NA,2022,7,18,199,""
"ODNR 2",2022-07-18,"Dissolved","mc_elisa_final",NA,2022,7,18,199,"belowdetection"
"ODNR 2",2022-07-18,"Dissolved","stx_elisa_final",NA,2022,7,18,199,"belowdetection"
"ODNR 1",2022-07-18,"Total","mc_elisa_final",NA,2022,7,18,199,"belowdetection"
"ODNR 1",2022-07-18,"Total","stx_elisa_final",NA,2022,7,18,199,"belowdetection"
"ODNR 1",2022-07-18,"Dissolved","mc_elisa_final",0.219825687,2022,7,18,199,""
"ODNR 1",2022-07-18,"Dissolved","stx_elisa_final",NA,2022,7,18,199,""
"EC 1163",2022-07-18,"Dissolved","mc_elisa_final",0.209883413,2022,7,18,199,""
"EC 1163",2022-07-18,"Dissolved","stx_elisa_final",NA,2022,7,18,199,""
"EC 1163",2022-07-18,"Total","mc_elisa_final",NA,2022,7,18,199,"belowdetection"
"EC 1163",2022-07-18,"Total","stx_elisa_final",NA,2022,7,18,199,"belowdetection"
"Buoy 2",2022-07-18,"Total","mc_elisa_final",0.193446956,2022,7,18,199,""
"Buoy 2",2022-07-18,"Total","stx_elisa_final",NA,2022,7,18,199,""
"Buoy 2",2022-07-18,"Dissolved","mc_elisa_final",NA,2022,7,18,199,"belowdetection"
"Buoy 2",2022-07-18,"Dissolved","stx_elisa_final",NA,2022,7,18,199,"belowdetection"
"Bells",2022-07-18,"Total","mc_elisa_final",0.20497141,2022,7,18,199,""
"Bells",2022-07-18,"Total","stx_elisa_final",NA,2022,7,18,199,""
"Bells",2022-07-18,"Dissolved","mc_elisa_final",NA,2022,7,18,199,"belowdetection"
"Bells",2022-07-18,"Dissolved","stx_elisa_final",NA,2022,7,18,199,"belowdetection"
"Causeway",2022-07-18,"Total","mc_elisa_final",0.288995675,2022,7,18,199,""
"Causeway",2022-07-18,"Total","stx_elisa_final",NA,2022,7,18,199,""
"Causeway",2022-07-18,"Dissolved","mc_elisa_final",NA,2022,7,18,199,"belowdetection"
"Causeway",2022-07-18,"Dissolved","stx_elisa_final",NA,2022,7,18,199,"belowdetection"
"Ironman Marina",2022-07-18,"Total","mc_elisa_final",0.221319466,2022,7,18,199,""
"Ironman Marina",2022-07-18,"Total","stx_elisa_final",NA,2022,7,18,199,""
"Ironman Marina",2022-07-18,"Dissolved","mc_elisa_final",0.221126439,2022,7,18,199,""
"Ironman Marina",2022-07-18,"Dissolved","stx_elisa_final",NA,2022,7,18,199,""
"Muddy Creek",2022-07-18,"Total","mc_elisa_final",NA,2022,7,18,199,"belowdetection"
"Muddy Creek",2022-07-18,"Total","stx_elisa_final",NA,2022,7,18,199,"belowdetection"
"Muddy Creek",2022-07-18,"Dissolved","mc_elisa_final",NA,2022,7,18,199,"belowdetection"
"Muddy Creek",2022-07-18,"Dissolved","stx_elisa_final",NA,2022,7,18,199,"belowdetection"
"ODNR 6",2022-07-18,"Dissolved","mc_elisa_final",NA,2022,7,18,199,"belowdetection"
